fecha,camas_ocupadas_total,pred_camas_total,camas_ocupadas_planta,camas_ocupadas_uci,error,pct_ocupacion_total
2024-09-29,136.0,157.81,131.0,5.0,21.810000000000002,52.918287937743195
2024-09-29,259.0,287.6333333333333,254.0,5.0,28.633333333333326,71.34986225895317
2024-09-29,248.0,254.98666666666668,245.0,3.0,6.986666666666679,67.02702702702703
2024-09-29,583.0,607.0966666666667,552.0,31.0,24.096666666666692,81.42458100558659
2024-09-29,367.0,410.25333333333333,351.0,16.0,43.25333333333333,65.18650088809946
2024-09-29,586.0,632.0933333333334,560.0,26.0,46.09333333333336,63.078579117330456
2024-09-29,628.0,622.28,589.0,39.0,-5.720000000000027,81.87744458930901
2024-09-29,243.0,267.1533333333333,235.0,8.0,24.153333333333308,60.0
2024-09-29,60.0,56.54,60.0,0.0,-3.460000000000001,58.82352941176471
2024-09-29,48.0,62.21333333333333,48.0,0.0,14.213333333333331,42.10526315789473
2024-09-29,417.0,458.28333333333336,376.0,41.0,41.28333333333336,61.595273264401776
2024-09-29,287.0,314.13666666666666,278.0,9.0,27.136666666666656,63.91982182628062
2024-09-30,208.0,211.53333333333333,200.0,8.0,3.5333333333333314,63.030303030303024
2024-09-30,149.0,160.31,144.0,5.0,11.310000000000002,57.97665369649806
2024-09-30,292.0,290.2366666666667,284.0,8.0,-1.7633333333333212,80.44077134986226
2024-09-30,248.0,255.70333333333335,245.0,3.0,7.703333333333347,67.02702702702703
2024-09-30,633.0,633.5133333333333,604.0,29.0,0.5133333333333212,88.40782122905027
2024-09-30,661.0,642.0266666666666,637.0,24.0,-18.973333333333358,71.15177610333691
2024-09-30,316.0,328.9533333333333,305.0,11.0,12.953333333333319,70.37861915367483
2024-09-30,650.0,651.3666666666667,609.0,41.0,1.3666666666666742,84.7457627118644
2024-09-30,270.0,281.05333333333334,261.0,9.0,11.053333333333342,66.66666666666666
2024-09-30,65.0,57.32,65.0,0.0,-7.68,64.35643564356435
2024-09-30,58.0,57.446666666666665,58.0,0.0,-0.5533333333333346,50.877192982456144
2024-09-30,463.0,493.41,421.0,42.0,30.410000000000025,68.49112426035504
2024-09-30,416.0,444.49333333333334,398.0,18.0,28.49333333333334,74.28571428571429
2024-10-01,203.0,218.46,194.0,9.0,15.460000000000008,61.51515151515151
2024-10-01,151.0,167.18,149.0,2.0,16.180000000000007,58.52713178294574
2024-10-01,284.0,287.2966666666667,279.0,5.0,3.296666666666681,78.23691460055096
2024-10-01,259.0,254.30666666666667,256.0,3.0,-4.693333333333328,70.0
2024-10-01,641.0,599.9466666666667,605.0,36.0,-41.053333333333285,89.27576601671309
2024-10-01,457.0,455.19666666666666,435.0,22.0,-1.8033333333333417,81.02836879432624
2024-10-01,710.0,641.6433333333333,679.0,31.0,-68.35666666666668,76.42626480086115
2024-10-01,664.0,627.5933333333334,621.0,43.0,-36.40666666666664,86.57105606258149
2024-10-01,266.0,277.5466666666667,258.0,8.0,11.546666666666681,65.67901234567901
2024-10-01,74.0,59.14,74.0,0.0,-14.86,72.54901960784314
2024-10-01,60.0,59.07,60.0,0.0,-0.9299999999999997,52.63157894736842
2024-10-01,496.0,490.8933333333333,443.0,53.0,-5.106666666666683,74.14050822122572
2024-10-01,300.0,319.9433333333333,292.0,8.0,19.943333333333328,66.815144766147
2024-10-02,205.0,219.42,199.0,6.0,14.419999999999987,62.121212121212125
2024-10-02,0.0,38.03666666666667,0.0,0.0,38.03666666666667,
2024-10-02,288.0,295.7033333333333,281.0,7.0,7.703333333333319,79.33884297520662
2024-10-02,264.0,260.33,260.0,4.0,-3.670000000000016,71.35135135135135
2024-10-02,634.0,595.38,601.0,33.0,-38.620000000000005,87.56906077348067
2024-10-02,434.0,429.07666666666665,411.0,23.0,-4.923333333333346,77.5
2024-10-02,714.0,656.2733333333333,681.0,33.0,-57.72666666666669,76.85683530678149
2024-10-02,685.0,635.43,640.0,45.0,-49.57000000000005,89.30899608865711
2024-10-02,274.0,272.96666666666664,268.0,6.0,-1.0333333333333599,67.65432098765433
2024-10-02,72.0,65.91,72.0,0.0,-6.090000000000003,72.0
2024-10-02,50.0,63.653333333333336,50.0,0.0,13.653333333333336,43.859649122807014
2024-10-02,508.0,492.6533333333333,456.0,52.0,-15.346666666666692,75.82089552238806
2024-10-02,310.0,315.70666666666665,302.0,8.0,5.706666666666649,69.04231625835189
2024-10-03,682.0,672.8266666666667,652.0,30.0,-9.17333333333329,73.41227125941873
2024-10-03,214.0,220.81,210.0,4.0,6.810000000000002,64.84848484848484
2024-10-03,151.0,166.15333333333334,150.0,1.0,15.153333333333336,58.52713178294574
2024-10-03,299.0,299.83,290.0,9.0,0.8299999999999841,82.14285714285714
2024-10-03,265.0,265.9533333333333,259.0,6.0,0.9533333333333189,71.62162162162163
2024-10-03,623.0,617.7133333333334,592.0,31.0,-5.286666666666633,86.04972375690608
2024-10-03,309.0,323.73,301.0,8.0,14.730000000000018,68.8195991091314
2024-10-03,272.0,282.33666666666664,266.0,6.0,10.336666666666645,67.1604938271605
2024-10-03,75.0,69.41333333333333,75.0,0.0,-5.586666666666673,77.31958762886599
2024-10-03,53.0,62.42333333333333,53.0,0.0,9.423333333333332,46.49122807017544
2024-10-03,503.0,485.82666666666665,453.0,50.0,-17.173333333333346,74.40828402366864
2024-10-03,423.0,409.7733333333333,394.0,29.0,-13.226666666666688,75.26690391459074
2024-10-03,678.0,638.51,641.0,37.0,-39.49000000000001,88.39634941329857
2024-10-04,623.0,626.65,592.0,31.0,3.6499999999999773,86.04972375690608
2024-10-04,265.0,261.05,259.0,6.0,-3.9499999999999886,71.62162162162163
2024-10-04,682.0,687.1633333333333,652.0,30.0,5.1633333333332985,73.41227125941873
2024-10-04,151.0,165.74666666666667,150.0,1.0,14.74666666666667,58.52713178294574
2024-10-04,214.0,216.68666666666667,210.0,4.0,2.6866666666666674,64.84848484848484
2024-10-04,423.0,422.0366666666667,394.0,29.0,-0.9633333333333098,75.26690391459074
2024-10-04,299.0,300.98,290.0,9.0,1.9800000000000182,82.14285714285714
2024-10-04,272.0,299.66,266.0,6.0,27.660000000000025,67.1604938271605
2024-10-04,678.0,637.96,641.0,37.0,-40.039999999999964,88.39634941329857
2024-10-04,503.0,488.88,453.0,50.0,-14.120000000000005,74.40828402366864
2024-10-04,309.0,339.2266666666667,301.0,8.0,30.226666666666688,68.8195991091314
2024-10-04,75.0,72.43,75.0,0.0,-2.569999999999993,77.31958762886599
2024-10-04,53.0,66.17,53.0,0.0,13.170000000000002,46.49122807017544
2024-10-05,592.0,690.6566666666666,569.0,23.0,98.65666666666664,63.72443487621098
2024-10-05,199.0,216.60333333333332,191.0,8.0,17.603333333333325,60.303030303030305
2024-10-05,140.0,169.63333333333333,138.0,2.0,29.633333333333326,54.054054054054056
2024-10-05,265.0,284.62,258.0,7.0,19.620000000000005,72.8021978021978
2024-10-05,579.0,610.2966666666666,547.0,32.0,31.296666666666624,79.42386831275721
2024-10-05,268.0,298.73,261.0,7.0,30.730000000000018,66.17283950617285
2024-10-05,266.0,262.35333333333335,260.0,6.0,-3.646666666666647,71.89189189189189
2024-10-05,637.0,639.6366666666667,602.0,35.0,2.636666666666656,83.05084745762711
2024-10-05,77.0,62.93333333333333,77.0,0.0,-14.06666666666667,77.0
2024-10-05,51.0,61.68333333333333,51.0,0.0,10.68333333333333,44.73684210526316
2024-10-05,490.0,460.06666666666666,444.0,46.0,-29.933333333333337,72.48520710059172
2024-10-05,393.0,399.19,365.0,28.0,6.189999999999998,70.55655296229803
2024-10-05,279.0,318.3233333333333,269.0,10.0,39.32333333333332,62.1380846325167
2024-10-06,585.0,612.9333333333333,552.0,33.0,27.93333333333328,80.13698630136986
2024-10-06,209.0,218.98666666666668,202.0,7.0,9.986666666666679,63.33333333333333
2024-10-06,140.0,165.37333333333333,138.0,2.0,25.373333333333335,54.263565891472865
2024-10-06,263.0,288.4866666666667,259.0,4.0,25.48666666666668,72.25274725274726
2024-10-06,262.0,258.06666666666666,256.0,6.0,-3.933333333333337,70.8108108108108
2024-10-06,404.0,434.50666666666666,375.0,29.0,30.50666666666666,72.27191413237925
2024-10-06,620.0,689.8466666666667,594.0,26.0,69.84666666666669,66.7384284176534
